phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
6057962,https://bradesc-app-cc.umbler.net/2019/UNuBTdrTFTEyuymJvmcotjkFYSQSTEXMrvoJuhnClxWzbQFSHu/mobile/,http://www.phishtank.com/phish_detail.php?phish_id=6057962,2019-05-28T02:34:06+00:00,yes,2019-05-28T02:49:51+00:00,yes,Bradesco
6057961,https://linksplit.io/business-page-restore-notice,http://www.phishtank.com/phish_detail.php?phish_id=6057961,2019-05-28T02:32:39+00:00,yes,2019-05-28T02:48:43+00:00,yes,Other
6057960,http://valleyonlineshop.com/valle/verification.php,http://www.phishtank.com/phish_detail.php?phish_id=6057960,2019-05-28T02:32:21+00:00,yes,2019-05-28T02:48:09+00:00,yes,Other
6057959,http://fb-marketplace-new.tk/item2/,http://www.phishtank.com/phish_detail.php?phish_id=6057959,2019-05-28T02:32:12+00:00,yes,2019-05-28T04:28:34+00:00,yes,Other
6057958,http://fb-marketplace-new.tk/item2/verify.html,http://www.phishtank.com/phish_detail.php?phish_id=6057958,2019-05-28T02:32:08+00:00,yes,2019-05-28T06:21:18+00:00,yes,Other
6057957,http://mail.a24assistance.rs/ldc/my.dhl-com/,http://www.phishtank.com/phish_detail.php?phish_id=6057957,2019-05-28T02:32:02+00:00,yes,2019-05-28T02:47:35+00:00,yes,Other
6057956,https://windowb.z13.web.core.windows.net/document.html,http://www.phishtank.com/phish_detail.php?phish_id=6057956,2019-05-28T02:31:58+00:00,yes,2019-05-28T02:47:01+00:00,yes,Other
6057955,http://www.unthu.com/data/onlinebanking-verification/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6057955,2019-05-28T02:31:52+00:00,yes,2019-05-28T02:46:26+00:00,yes,Other
6057954,http://buckmine.net/doc/87918090ae5aea302bf13da8a4e2c704/verification.php,http://www.phishtank.com/phish_detail.php?phish_id=6057954,2019-05-28T02:31:42+00:00,yes,2019-05-28T02:45:52+00:00,yes,Other
6057952,http://buckmine.net/doc/87918090ae5aea302bf13da8a4e2c704,http://www.phishtank.com/phish_detail.php?phish_id=6057952,2019-05-28T02:31:38+00:00,yes,2019-05-28T02:44:44+00:00,yes,Other
6057953,http://buckmine.net/doc/87918090ae5aea302bf13da8a4e2c704/,http://www.phishtank.com/phish_detail.php?phish_id=6057953,2019-05-28T02:31:38+00:00,yes,2019-05-28T02:45:18+00:00,yes,Other
6057951,https://logninv2.us/securedlogninv2/d648d4775/cckeychallenge.html,http://www.phishtank.com/phish_detail.php?phish_id=6057951,2019-05-28T02:31:33+00:00,yes,2019-05-28T02:44:10+00:00,yes,Other
6057950,https://farkhabaldy.com/b/c/dropbox/dropbox/spacebox/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6057950,2019-05-28T02:31:08+00:00,yes,2019-05-28T02:43:02+00:00,yes,Other
6057949,https://farkhabaldy.com/b/c/dropbox/dropbox/spacebox/,http://www.phishtank.com/phish_detail.php?phish_id=6057949,2019-05-28T02:31:04+00:00,yes,2019-05-28T02:42:28+00:00,yes,Other
6057948,https://farkhabaldy.com/b/c/dropbox/dropbox/spacebox,http://www.phishtank.com/phish_detail.php?phish_id=6057948,2019-05-28T02:31:03+00:00,yes,2019-05-28T02:41:53+00:00,yes,Other
6057943,http://reaaa.org/wp-includes/images/smilies/package.dhl/my.dhl-com/,http://www.phishtank.com/phish_detail.php?phish_id=6057943,2019-05-28T02:30:22+00:00,yes,2019-05-28T02:40:45+00:00,yes,Other
6057942,http://lcbwallet.com/,http://www.phishtank.com/phish_detail.php?phish_id=6057942,2019-05-28T02:29:52+00:00,yes,2019-05-28T02:40:11+00:00,yes,Other
6057940,http://cpamediatarget.com/wp-admin/network/app/,http://www.phishtank.com/phish_detail.php?phish_id=6057940,2019-05-28T02:29:10+00:00,yes,2019-05-28T02:38:29+00:00,yes,Apple
6057938,https://alwahiditravels.com/@*&amp;%23%5e$%25%5e/,http://www.phishtank.com/phish_detail.php?phish_id=6057938,2019-05-28T02:26:15+00:00,yes,2019-05-28T02:37:21+00:00,yes,Microsoft
6057937,https://newcentral.adic.net.pl/images/b2/secure/,http://www.phishtank.com/phish_detail.php?phish_id=6057937,2019-05-28T02:22:11+00:00,yes,2019-05-28T02:36:12+00:00,yes,Other
6057936,https://newcentral.adic.net.pl/images/b2/secure,http://www.phishtank.com/phish_detail.php?phish_id=6057936,2019-05-28T02:22:10+00:00,yes,2019-05-28T02:35:38+00:00,yes,Other
6057935,https://zonasegura1bncompe.com/BNlWeb/lnicio/,http://www.phishtank.com/phish_detail.php?phish_id=6057935,2019-05-28T02:18:43+00:00,yes,2019-05-28T02:34:29+00:00,yes,Other
6057934,http://growa.ml/,http://www.phishtank.com/phish_detail.php?phish_id=6057934,2019-05-28T02:13:45+00:00,yes,2019-05-28T04:28:34+00:00,yes,Other
6057933,http://dlss.ml,http://www.phishtank.com/phish_detail.php?phish_id=6057933,2019-05-28T02:12:18+00:00,yes,2019-05-28T04:28:34+00:00,yes,Other
6057931,http://wlwl.ml,http://www.phishtank.com/phish_detail.php?phish_id=6057931,2019-05-28T02:09:32+00:00,yes,2019-05-28T04:28:34+00:00,yes,Other
6057930,http://u245644628.hostingerapp.com/page/2.htm,http://www.phishtank.com/phish_detail.php?phish_id=6057930,2019-05-28T01:45:50+00:00,yes,2019-05-28T02:33:21+00:00,yes,Facebook
6057929,http://u245644628.hostingerapp.com/page/confirmation.html,http://www.phishtank.com/phish_detail.php?phish_id=6057929,2019-05-28T01:45:26+00:00,yes,2019-05-28T02:33:21+00:00,yes,Facebook
6057928,http://linksplit.io/business-page-restore-notice,http://www.phishtank.com/phish_detail.php?phish_id=6057928,2019-05-28T01:45:25+00:00,yes,2019-05-28T02:31:16+00:00,yes,Facebook
6057925,https://peringatanverifika72.wixsite.com/mysite,http://www.phishtank.com/phish_detail.php?phish_id=6057925,2019-05-28T01:36:06+00:00,yes,2019-05-28T02:30:42+00:00,yes,Facebook
6057921,http://cpamediatarget.com/wp-admin/network/app/c4374a3b6479af5c577930b1c395b62f/check.php?9079f4695b65884c3b798a0d4118c538?dispatch=wkbirzE15kW2z5DZ8aD5UOSw0sqNlLK64tGlEDYyh4ul9SM1hy,http://www.phishtank.com/phish_detail.php?phish_id=6057921,2019-05-28T01:28:58+00:00,yes,2019-05-28T02:29:34+00:00,yes,Other
6057920,http://cpamediatarget.com/wp-admin/network/app/c4374a3b6479af5c577930b1c395b62f/inc/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6057920,2019-05-28T01:28:56+00:00,yes,2019-05-28T02:28:26+00:00,yes,Other
6057919,https://www.tapchikientruc.com.vn/wp-content/uploads/2019/05/ness/dhlexpress/autofil/id.php,http://www.phishtank.com/phish_detail.php?phish_id=6057919,2019-05-28T01:28:49+00:00,yes,2019-05-28T02:27:52+00:00,yes,Other
6057917,http://farkhabaldy.com/b/c/dropbox/dropbox/spacebox/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6057917,2019-05-28T01:28:40+00:00,yes,2019-05-28T02:27:17+00:00,yes,Other
6057915,http://farkhabaldy.com/b/c/dropbox/dropbox/spacebox,http://www.phishtank.com/phish_detail.php?phish_id=6057915,2019-05-28T01:28:31+00:00,yes,2019-05-28T02:26:09+00:00,yes,Other
6057916,http://farkhabaldy.com/b/c/dropbox/dropbox/spacebox/,http://www.phishtank.com/phish_detail.php?phish_id=6057916,2019-05-28T01:28:31+00:00,yes,2019-05-28T02:26:43+00:00,yes,Other
6057914,http://mayafoundation.com.np/Boa/index/info.php?cmd=login_submit&amp;id=82969ee3172fcfa53232ac616228723c82969ee3172fcfa53232ac616228723c&amp;session=82969ee3172fcfa53232ac616228723c82969ee3172fcfa53232ac616228723c,http://www.phishtank.com/phish_detail.php?phish_id=6057914,2019-05-28T01:28:22+00:00,yes,2019-05-28T02:25:01+00:00,yes,Other
6057913,http://mayafoundation.com.np/Boa/index/confirm.php?cmd=login_submit&amp;id=00a8896b2199e47caaa97c0e9ecd669800a8896b2199e47caaa97c0e9ecd6698&amp;session=00a8896b2199e47caaa97c0e9ecd669800a8896b2199e47caaa97c0e9ecd6698,http://www.phishtank.com/phish_detail.php?phish_id=6057913,2019-05-28T01:28:18+00:00,yes,2019-05-28T02:24:26+00:00,yes,Other
6057912,http://mayafoundation.com.np/Boa/index/login.php?cmd=login_submit&amp;id=df6ff0419861b344c98a94c01254b1e3df6ff0419861b344c98a94c01254b1e3&amp;session=df6ff0419861b344c98a94c01254b1e3df6ff0419861b344c98a94c01254b1e3,http://www.phishtank.com/phish_detail.php?phish_id=6057912,2019-05-28T01:28:09+00:00,yes,2019-05-28T02:23:52+00:00,yes,Other
6057911,http://mayafoundation.com.np/Boa/index/info.php?cmd=login_submit&amp;id=5cab3f79df9dc5b4fd73590c4a721c075cab3f79df9dc5b4fd73590c4a721c07&amp;session=5cab3f79df9dc5b4fd73590c4a721c075cab3f79df9dc5b4fd73590c4a721c07,http://www.phishtank.com/phish_detail.php?phish_id=6057911,2019-05-28T01:27:59+00:00,yes,2019-05-28T02:23:18+00:00,yes,Other
6057908,http://mayafoundation.com.np/Boa/index,http://www.phishtank.com/phish_detail.php?phish_id=6057908,2019-05-28T01:27:50+00:00,yes,2019-05-28T02:21:36+00:00,yes,Other
6057907,http://mayafoundation.com.np/Boa/index/info.php?cmd=login_submit&amp;id=71f1932104bd8058a39afda3d65ae28971f1932104bd8058a39afda3d65ae289&amp;session=71f1932104bd8058a39afda3d65ae28971f1932104bd8058a39afda3d65ae289,http://www.phishtank.com/phish_detail.php?phish_id=6057907,2019-05-28T01:27:41+00:00,yes,2019-05-28T02:21:01+00:00,yes,Other
6057906,http://mayafoundation.com.np/Boa/index/confirm.php?cmd=login_submit&amp;id=20e523058830227c745f6811e14dc6be20e523058830227c745f6811e14dc6be&amp;session=20e523058830227c745f6811e14dc6be20e523058830227c745f6811e14dc6be,http://www.phishtank.com/phish_detail.php?phish_id=6057906,2019-05-28T01:27:32+00:00,yes,2019-05-28T02:20:27+00:00,yes,Other
6057905,http://onteo4.com/Chase/we0yza=/myaccount/uploads/index.php?websrc=3c7a7521ea00b174fd003b273b56018e&amp;dispatched=88&amp;id=9362559117,http://www.phishtank.com/phish_detail.php?phish_id=6057905,2019-05-28T01:27:07+00:00,yes,2019-05-28T02:19:53+00:00,yes,Other
6057904,http://onteo4.com/Chase/we0yza=/myaccount/vbv.php?websrc=3c7a7521ea00b174fd003b273b56018e&amp;dispatched=53&amp;id=7092438456,http://www.phishtank.com/phish_detail.php?phish_id=6057904,2019-05-28T01:27:02+00:00,yes,2019-05-28T02:18:45+00:00,yes,Other
6057903,http://onteo4.com/Chase/we0yza=/myaccount/billing.php?websrc=3c7a7521ea00b174fd003b273b56018e&amp;dispatched=38&amp;id=3911512876,http://www.phishtank.com/phish_detail.php?phish_id=6057903,2019-05-28T01:26:58+00:00,yes,2019-05-28T02:17:36+00:00,yes,Other
6057902,http://onteo4.com/Chase/we0yza=/myaccount/access.php?websrc=3c7a7521ea00b174fd003b273b56018e&amp;dispatched=77&amp;id=5918698790,http://www.phishtank.com/phish_detail.php?phish_id=6057902,2019-05-28T01:26:53+00:00,yes,2019-05-28T02:16:29+00:00,yes,Other
6057901,http://freglefed.000webhostapp.com/login.html,http://www.phishtank.com/phish_detail.php?phish_id=6057901,2019-05-28T01:26:49+00:00,yes,2019-05-28T02:15:21+00:00,yes,Other
6057900,https://lasfotosdetuboda.com/boa/2/bankofamerica/ad68330e/,http://www.phishtank.com/phish_detail.php?phish_id=6057900,2019-05-28T01:26:45+00:00,yes,2019-05-28T02:14:46+00:00,yes,Other
6057899,https://lasfotosdetuboda.com/boa/2/bankofamerica/393e0715/,http://www.phishtank.com/phish_detail.php?phish_id=6057899,2019-05-28T01:26:41+00:00,yes,2019-05-28T02:14:12+00:00,yes,Other
6057898,https://lasfotosdetuboda.com/boa/2/bankofamerica/7d89a16a/,http://www.phishtank.com/phish_detail.php?phish_id=6057898,2019-05-28T01:26:32+00:00,yes,2019-05-28T02:13:38+00:00,yes,Other
6057897,https://lasfotosdetuboda.com/boa/2/bankofamerica/73645ba5/,http://www.phishtank.com/phish_detail.php?phish_id=6057897,2019-05-28T01:26:23+00:00,yes,2019-05-28T02:12:30+00:00,yes,Other
